custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
6082-ZTDRNG-W1I,4,4,0,33,3,April,17,4,6,0,7,3,0,40,3.68887945411394,2,5,.524,-.646263594661095,1.476,.389335726178281,0,4,1,16,3,2,3,0,0,0,0,0,0,3,1,1,9,3,0,-1,-1,-1,-1,-1,1,4,3,30,0,0,0,1,1,0,0,1,0,0,9,2,1,1,0,3,3,4,0,15,4,2,3,1,0,15,4,12,419.42,6,193.43,0,3,51,0,12.75,2.54553127160444,685.1,6.52956481300885,1,28.75,3.35863776724336,1472.05,7.29441126610325,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,1,0,0,0,1,1,1,0,0,1,21,1,1,1,0,0,1,0,0,0,0,0,0
8590-ODBHMF-7EP,5,4,1,29,3,July,19,4,4,0,3,2,0,16,2.77258872223978,1,2.6,.054496,-2.90962797450186,.361504,-1.01748217243762,0,2,0,-1,-1,1,3,3,0,0,0,0,0,0,0,1,8,3,6,0,1,6.1,1,0,1,1,1,22,1,0,0,0,0,0,1,0,0,0,9,5,0,1,1,4,2,3,0,9,3,3,3,3,1,8,3,9,176.94,4,47.26,1,1,23,0,5.3,1.66770682055808,130.9,4.87443367291585,0,0, ,0, ,1,34.4,3.53805656437935,750.35,6.620539764342,0,0, ,0, ,1,28.1,3.3357695763397,624.15,6.43639072409706,1,1,1,0,0,0,0,1,1,1,21,1,0,1,1,1,1,1,1,0,0,0,0
4113-SDMMYG-G8Z,5,5,0,35,4,January,20,5,1,0,3,2,0,235,5.45958551414416,5,1.8,.57105,-.560278507485521,3.65895,1.29717622100793,0,2,1,14,2,4,6,0,0,0,0,0,0,6,1,4,16,4,2,1,1,83.3,3,0,0,8,4,35,1,0,0,1,0,0,0,1,0,0,9,3,0,0,1,4,2,2,0,13,4,3,2,1,0,8,3,9,231.28,4,112.92,1,1,18,0,7.2,1.97408102602201,119.55,4.78373469390433,1,19,2.94443897916644,386.8,5.95790776357914,1,43.35,3.76930670322655,714.45,6.57151301591498,1,8.25,2.11021320034659,155,5.04342511691925,1,32.05,3.46729718336668,563.25,6.33372357931235,1,1,1,3,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,0,0,0,0
9246-LLUDZC-NK7,5,3,1,19,2,November,14,2,2,0,0,1,0,23,3.13549421592915,1,10.7,1.395387,.333171796154534,1.065613,.0635502204292715,0,1,1,9,1,5,0,0,0,0,0,0,0,0,1,3,0,1,2,1,0,9.6,1,0,0,1,1,27,1,0,0,0,0,0,0,0,0,0,9,6,1,0,1,2,3,2,0,1,1,3,3,4,1,1,1,9,141.36,2,27.7,1,1,20,0,12.7,2.54160199346455,250.9,5.52505445337238,0,0, ,0, ,0,0, ,0, ,1,13,2.56494935746154,250,5.52146091786225,0,0, ,0, ,0,0,0,0,1,1,1,0,0,1,20,1,1,1,1,0,1,1,0,0,0,0,0
1707-MZDKNH-2Y0,4,5,0,21,2,September,16,3,6,1,0,1,0,16,2.77258872223978,1,2.5,.0848,-2.46745973618428,.3152,-1.15454792099841,0,2,0,-1,-1,1,4,0,1,0,0,0,0,3,1,1,1,1,4,1,1,9.3,1,1,0,1,1,27,1,0,0,0,0,0,1,1,0,1,9,4,0,0,0,4,2,4,0,4,2,1,4,1,0,3,2,11,167.16,4,77.39,1,3,8,0,6.85,1.92424865227413,51.2,3.93573953204546,0,0, ,0, ,1,19.35,2.96269241947579,153.5,5.03370056702725,0,0, ,0, ,0,0, ,0, ,0,0,0,2,0,0,0,0,1,1,16,1,0,1,0,1,1,0,0,0,0,0,0
7898-VVDOKL-C9F,2,2,1,42,4,July,15,3,2,0,6,3,0,38,3.63758615972639,2,5,.6289,-.463783017432679,1.2711,.239882667318486,0,3,1,16,3,5,0,0,0,0,0,0,0,0,1,3,22,4,3,1,0,17.3,1,0,0,1,1,23,1,0,0,0,1,0,1,0,0,0,9,6,1,1,1,3,3,3,0,16,5,4,4,3,0,12,4,14,307.74,7,116.97,1,1,45,0,6.9,1.93152141160321,318.5,5.76362247501222,1,38.5,3.65065824129374,1734.35,7.4583879824165,0,0, ,0, ,1,13.75,2.62103882411258,640,6.46146817635372,0,0, ,0, ,1,0,1,4,1,1,1,1,0,1,18,1,1,1,0,1,1,1,0,1,1,0,0
4744-PXITHF-915,5,2,0,64,5,December,15,3,5,0,20,5,0,90,4.49980967033027,4,7.5,1.45125,.372425254029964,5.29875,1.66747094368471,0,4,0,-1,-1,1,4,1,3,0,0,0,0,0,1,1,41,5,2,1,1,52.9,3,0,0,1,1,17,1,0,1,1,0,0,0,0,0,0,3,4,1,1,0,4,1,3,0,28,5,2,1,2,0,20,5,11,185.25,1,16.44,0,2,62,0,38.65,3.65454677503343,2353.3,7.76357387741291,1,22.5,3.11351530921037,1380.1,7.22991123929399,1,33.95,3.52488885400471,2025.5,7.61357186264275,1,9.75,2.27726728500976,595,6.38856140554563,1,41.1,3.71600812150219,2445.1,7.8018413008681,1,1,1,4,1,1,1,1,0,1,18,1,1,1,0,1,1,0,0,1,0,0,0
3120-WKGJZA-3O5,5,3,0,58,5,October,15,3,1,0,8,3,0,75,4.31748811353631,4,8.5,.57375,-.555561517607382,5.80125,1.75807341157325,0,3,1,12,2,2,0,0,0,0,0,0,0,0,1,1,35,5,2,1,0,34.3,2,0,1,8,4,30,1,0,0,1,0,0,0,1,0,0,9,6,0,0,0,1,4,1,1,29,5,4,3,4,1,18,5,13,644.06,5,241.68,1,3,46,0,13.7,2.61739583283408,574.6,6.35367414654519,0,0, ,0, ,0,0, ,0, ,1,40,3.68887945411394,1800,7.49554194388426,0,0, ,0, ,0,0,0,2,0,0,0,0,0,1,20,1,1,1,0,1,1,1,0,0,0,0,0
6454-DJXEDN-YR3,5,5,1,43,4,July,22,5,1,0,4,2,0,35,3.55534806148941,2,12.6,1.35828,.306219193450192,3.05172,1.11570536609429,0,2,0,-1,-1,1,4,4,0,0,0,0,0,0,1,4,10,3,3,1,0,18.2,1,0,0,1,1,27,1,1,0,1,0,0,0,0,0,0,9,5,1,0,1,3,1,2,0,18,5,4,3,3,0,13,4,5,120.81,2,35.72,1,1,37,0,9.45,2.24601474150565,347.6,5.85105239339124,0,0, ,0, ,1,44.3,3.79098467705109,1598.4,7.37675840789429,1,6.25,1.83258146374831,220,5.39362754635236,0,0, ,0, ,1,0,1,3,0,0,1,0,1,1,18,1,1,1,1,1,1,0,1,0,0,0,0
0721-UPHBYA-KDA,2,1,1,50,5,November,9,1,2,1,4,2,0,25,3.2188758248682,2,2.4,.1884,-1.66918791683987,.4116,-.887703275022243,0,4,1,13,2,2,1,1,0,0,0,0,0,0,1,1,14,3,2,1,1,16.5,1,0,0,1,1,26,1,0,0,0,0,0,0,1,0,0,9,4,0,0,0,4,3,4,0,9,3,3,3,2,0,5,2,3,44.37,1,18.59,0,3,16,0,4.95,1.5993875765806,70.45,4.25490323834469,1,22.25,3.10234200861225,404.15,6.00178609617985,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,1,0,0,1,0,1,13,1,1,1,0,0,0,0,0,1,0,0,0
4706-MHDIDJ-AN6,3,2,1,74,6,August,19,4,6,1,37,5,1,27,3.29583686600433,2,2.6,.626886,-.466990573061964,.075114,-2.58874831947656,0,4,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,29,5,4,1,0,9.8,1,0,1,1,1,34,1,0,1,0,0,0,0,1,0,0,9,3,1,1,0,3,4,4,0,40,5,2,3,2,0,30,5,6,124.19,3,63.69,0,2,72,0,62.5,4.13516655674236,4390.15,8.38711867405041,1,37.25,3.61765194482557,2633.3,7.87599309147904,0,0, ,0, ,1,21.5,3.06805293513362,1460,7.28619171470238,0,0, ,0, ,1,0,0,0,0,0,0,0,0,1,22,1,1,1,1,1,0,0,0,1,0,0,0
1181-IYWSXJ-S0C,1,1,1,28,3,May,10,1,2,0,1,1,0,25,3.2188758248682,2,9,.08775,-2.43326341663616,2.16225,.771149346204484,0,2,1,13,2,3,8,1,0,0,0,0,0,7,1,1,7,2,2,1,0,11.5,1,1,0,1,1,25,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,5,3,4,0,10,3,2,2,4,0,10,3,16,265.42,6,180.88,1,1,69,0,39.2,3.66867674679642,2683.15,7.89474675642901,0,0, ,0, ,1,28.15,3.3375473545857,1906.35,7.55294569799619,1,20,2.99573227355399,1360,7.2152399787301,0,0, ,0, ,1,0,0,1,0,0,0,0,0,1,26,1,1,1,0,1,1,1,0,1,0,0,0
1541-VVBZZE-2V2,1,2,1,65,6,December,8,1,5,1,32,5,0,125,4.8283137373023,5,6.1,2.4095,.87941925709825,5.2155,1.65163496113389,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,34,5,3,1,1,46.2,3,0,0,1,1,29,1,0,0,0,0,0,0,0,0,0,1,6,0,0,1,2,1,4,0,37,5,4,3,3,1,29,5,8,272.11,3,102.98,1,1,71,0,38.75,3.65713075579936,2761.55,7.92354739527909,0,0, ,0, ,0,0, ,0, ,1,18.25,2.9041650800285,1280,7.15461535691366,0,0, ,0, ,1,0,0,0,1,0,1,1,0,1,29,1,1,1,0,0,1,0,0,1,0,0,0
8632-GOCPQE-72H,1,5,0,65,6,October,18,4,1,0,3,2,0,36,3.58351893845611,2,19.8,3.770712,1.32726384304467,3.357288,1.21113350520279,1,3,1,20,5,2,6,2,0,0,0,0,0,4,0,2,27,5,2,1,0,18.9,1,1,0,1,1,27,1,0,1,1,1,0,1,1,0,1,9,1,1,1,1,4,1,1,0,14,4,3,1,2,0,11,4,9,147.67,1,21.43,0,2,34,0,7.55,2.02154756326093,272.65,5.60818892137207,0,0, ,0, ,0,0, ,0, ,1,5.25,1.65822807660353,175,5.16478597392351,0,0, ,0, ,1,0,0,2,0,0,0,0,1,1,18,1,1,1,0,1,0,0,0,0,0,1,0
9402-KGKHDE-WVK,3,1,1,58,5,August,10,1,5,1,22,5,0,76,4.33073334028633,4,5.9,.7847,-.242453799848709,3.6993,1.30814361256246,0,4,1,12,2,2,5,0,0,0,0,0,0,5,1,3,29,5,0,-1,-1,-1,-1,-1,0,3,2,16,0,0,1,0,0,0,0,0,0,0,9,5,0,1,1,5,3,1,1,28,5,3,1,4,0,19,5,10,527.01,5,341.49,0,2,40,0,7.8,2.05412373369555,390.75,5.96806796930159,1,26.75,3.28653447334202,1043.15,6.95000026057588,0,0, ,0, ,1,13.5,2.60268968544438,525,6.26339826259162,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,20,1,1,1,0,0,0,0,0,0,1,0,0
4450-XGEADS-DGC,2,1,1,29,3,April,15,3,5,1,5,2,0,45,3.80666248977032,2,4.9,.412335,-.885919153228741,1.792665,.583703339464483,0,3,0,-1,-1,1,1,1,0,0,0,0,0,0,0,1,6,2,2,1,1,21.2,2,1,0,1,1,28,1,0,0,1,0,0,0,0,0,0,9,5,0,0,0,3,4,1,0,11,4,4,1,1,0,11,4,11,194.13,4,84.1,1,1,42,0,12.85,2.55334381134123,557.45,6.32337281321358,1,38.25,3.64414356027254,1606.2,7.38162641975436,0,0, ,0, ,1,32.25,3.47351804324178,1370,7.22256601882217,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,16,1,1,1,0,0,0,0,0,0,0,0,0
1866-CKCXLR-VFF,4,4,1,40,4,July,18,4,6,1,9,3,0,84,4.43081679884331,4,2.9,.538356,-.619235227616734,1.897644,.640613116736262,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,4,15,3,2,1,1,33.6,2,0,1,3,2,22,0,0,1,1,0,1,0,1,0,0,2,5,0,0,0,4,3,4,0,18,5,1,1,1,0,17,5,9,409.54,7,322.38,0,3,42,0,8.5,2.14006616349627,349.2,5.85564482396545,1,26.5,3.27714473299218,1078.75,6.98355824239764,1,34.85,3.55105313720653,1339.7,7.20020098728294,1,10.5,2.35137525716348,440,6.08677472691231,0,0, ,0, ,1,1,0,3,1,0,1,1,0,1,20,1,1,1,0,1,1,1,0,1,0,0,0
0417-AAEGSX-04Q,1,3,1,28,3,May,11,1,5,1,5,2,0,25,3.2188758248682,2,12.8,.272,-1.30195321268614,2.928,1.07431959609907,0,4,1,16,3,5,2,0,0,2,0,0,0,0,1,2,7,2,3,1,1,15.1,1,1,1,1,1,25,1,0,0,0,0,0,1,1,0,0,9,4,1,0,0,2,2,2,0,4,2,3,3,2,0,2,2,11,473.94,7,426.91,0,3,5,0,1.95,.667829372575655,6.85,1.92424865227413,1,29.5,3.38439026334577,162.75,5.09221528108868,0,0, ,0, ,1,14.5,2.67414864942653,50,3.91202300542815,1,38.6,3.65325227647079,143.2,4.96424225452655,0,1,1,0,1,1,1,1,1,1,28,1,1,0,0,1,0,1,0,0,0,0,0
2432-GMKJZY-WRF,4,4,1,38,4,June,14,2,1,0,5,2,0,31,3.43398720448515,2,7.7,.663586,-.410096817934807,1.723414,.544307207267382,0,5,1,11,1,5,1,1,0,0,0,0,0,0,1,3,11,3,4,1,1,17.3,1,0,1,1,1,25,1,0,0,1,0,0,0,1,1,0,9,3,0,0,0,2,2,4,0,7,3,1,3,4,0,3,2,9,264.27,8,309.11,1,1,23,0,7.05,1.95302761682418,142.3,4.95793750509581,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,17,1,1,1,0,0,1,0,0,0,0,0,0
7305-NXHYEK-ON9,5,1,1,37,4,September,19,4,1,1,4,2,0,84,4.43081679884331,4,17.4,2.426256,.886349328450112,12.189744,2.50059494245232,1,3,0,-1,-1,4,0,0,0,0,0,0,0,0,1,1,14,3,2,0,1,39.9,2,1,0,1,1,24,1,0,0,1,0,0,0,1,0,0,9,6,0,1,1,4,2,3,1,13,4,3,2,3,0,7,3,13,283.82,2,45.54,1,2,25,1,6.3,1.84054963339749,175.3,5.16649879192719,1,25,3.2188758248682,674.35,6.51374926396287,1,42.4,3.74714836223791,983.45,6.8910667976959,1,6.25,1.83258146374831,135,4.90527477843843,1,43.95,3.78305262413119,1061,6.96696713861398,1,1,1,3,1,1,1,1,1,1,25,1,1,1,1,1,1,1,1,0,0,0,0
9953-WBREQG-X9M,3,2,1,42,4,February,19,4,1,1,3,2,0,59,4.07753744390572,3,22.4,4.308416,1.46057031916319,8.907584,2.18690304870879,1,3,0,-1,-1,2,0,0,0,0,0,0,0,0,1,3,14,3,1,1,1,41,3,1,0,1,1,26,1,0,0,1,0,0,0,0,0,0,9,4,1,0,0,3,1,2,0,17,5,4,1,3,0,13,4,12,703.06,7,553.15,0,1,43,1,10.8,2.37954613413017,486.55,6.187339671268,0,0, ,0, ,1,31.7,3.45631668088323,1179.85,7.07314259073538,1,15,2.70805020110221,625,6.4377516497364,0,0, ,0, ,1,0,0,1,1,1,0,1,0,1,17,1,1,1,0,1,1,1,0,1,0,0,0
4001-AOWFME-CMG,3,3,1,31,3,December,17,4,5,1,6,3,0,152,5.02388052084628,5,21.5,10.55564,2.35666031423232,22.12436,3.09667926392194,1,2,0,-1,-1,1,7,0,3,0,0,0,0,4,1,4,5,2,1,1,0,63.2,3,0,1,5,3,25,0,0,0,0,1,0,0,0,1,0,9,4,1,0,1,1,2,1,0,13,4,4,3,3,0,13,4,11,963.81,4,219.47,1,1,68,0,19.25,2.95751106073379,1329.2,7.19233253648044,1,19.5,2.9704144655697,1308.35,7.17652208032076,1,70.5,4.25561270981822,4772.5,8.4706255555999,1,24,3.17805383034795,1585,7.36833968631138,1,93.55,4.5384960527201,6234.75,8.73789376107931,1,1,1,4,1,1,1,0,1,1,19,1,1,1,1,1,1,1,1,1,0,0,0
5334-ZONESS-G7E,2,1,0,43,4,January,18,4,6,0,15,4,0,142,4.95582705760126,5,4,1.14168,.132500861809999,4.53832,1.5125568995172,0,5,0,-1,-1,1,3,2,1,0,0,0,0,0,1,1,20,4,5,1,0,60.3,3,0,0,1,1,28,1,0,0,0,0,0,0,0,0,0,9,7,1,0,1,4,3,4,0,25,5,1,4,2,0,26,5,10,267.14,1,20.14,0,3,65,0,7.7,2.04122032885964,509.75,6.23392040945456,1,33.5,3.51154543883102,2174.4,7.68450804339688,1,65,4.17438726989564,4239.7,8.35224779100579,1,11.5,2.4423470353692,745,6.61338421837956,1,57.7,4.05525717351405,3794.7,8.24136063532161,1,1,1,4,1,1,1,1,1,1,25,1,1,1,1,1,1,1,1,1,0,0,1
0900-YMDOLS-JXB,3,3,0,48,4,May,11,1,6,0,18,5,0,80,4.38202663467388,4,6.4,.47616,-.742001346777465,4.64384,1.53554161018442,0,4,1,12,2,2,0,0,0,0,0,0,0,0,1,2,18,4,3,1,1,44.4,3,1,0,1,1,26,1,0,0,1,0,0,0,1,0,0,9,2,1,0,0,4,4,2,0,30,5,2,4,3,0,27,5,6,127.11,5,70.26,0,3,67,0,9.75,2.27726728500976,682.4,6.52561599617747,1,31.75,3.4578927253387,2136.9,7.66711145965242,0,0, ,0, ,1,23.75,3.16758253048065,1575,7.36201055125973,0,0, ,0, ,0,0,0,0,1,0,1,0,0,1,18,1,1,1,0,0,0,0,0,1,0,0,0
9784-YBTNDX-GDJ,1,5,1,38,4,September,17,4,2,1,1,1,0,26,3.25809653802148,2,6.1,.264862,-1.32854634335273,1.321138,.278493486397362,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,15,3,2,1,0,15.6,1,0,0,1,1,32,1,0,0,1,0,0,0,1,0,0,9,6,0,0,1,2,2,3,1,6,3,1,1,1,0,6,3,9,239.58,4,74.41,1,1,17,0,4.9,1.58923520511658,69.75,4.24491742070147,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,0,1,0,1,0,1,17,1,1,1,0,1,0,0,0,0,0,0,0
4178-MOLGSG-0HA,1,1,0,51,5,June,15,3,5,0,21,5,0,151,5.01727983681492,5,5.4,4.03623,1.39531108798361,4.11777,1.41531175469028,0,4,0,-1,-1,3,0,0,0,0,0,0,0,0,1,1,17,4,1,1,0,71.7,3,0,1,3,2,17,1,0,1,0,0,0,1,0,0,0,2,5,1,0,1,1,4,1,0,18,5,4,3,3,0,16,5,10,1142.21,5,454.4,0,3,32,0,5.95,1.78339121955754,154.65,5.04116449913108,1,57.75,4.0561233494019,1849.6,7.52272467847806,0,0, ,0, ,1,16.75,2.81839825827108,465,6.14203740558736,1,40.65,3.70499883599382,1377.2,7.22780773146437,0,1,1,1,1,1,1,1,0,1,16,1,1,1,0,1,0,1,1,0,0,1,0
7510-GBZSHE-YEY,3,1,0,36,4,December,19,4,1,0,7,3,0,47,3.85014760171006,2,15.5,3.68621,1.3045988299525,3.59879,1.28059767785295,1,5,1,18,4,6,1,1,0,0,0,0,0,0,1,3,15,3,2,1,1,20.3,2,0,1,1,1,24,1,0,0,0,0,1,0,0,0,1,9,4,0,1,0,1,2,1,0,2,2,2,3,2,1,2,2,10,1049.62,4,637.17,1,2,6,1,4.6,1.52605630349505,34.85,3.55105313720653,1,11.25,2.42036812865043,74.65,4.3128105239852,1,40.55,3.70253578056142,184.05,5.21520745982503,0,0, ,0, ,1,37.95,3.63626950384164,191.45,5.2546266779233,1,1,1,4,1,1,1,1,1,1,20,1,1,1,1,1,1,1,0,0,0,0,0
3417-OSBVCO-THV,2,3,1,26,3,August,20,5,4,1,0,1,0,31,3.43398720448515,2,8.3,.998324,-.0016774060592565,1.574676,.454049536829796,1,1,0,-1,-1,1,5,0,0,0,0,0,0,5,1,3,3,2,2,1,1,13.5,1,0,0,1,1,22,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,2,2,0,8,3,4,2,1,1,7,3,9,274.85,3,65.05,1,1,25,1,6.55,1.87946504964716,163.4,5.0962011824259,1,25.75,3.24843462710975,698.2,6.54850559467094,1,57.2,4.04655389838575,1304.55,7.17361343270388,1,26,3.25809653802148,645,6.46925031679577,1,82,4.40671924726425,1891.05,7.54488750934539,1,1,1,4,1,1,1,1,1,1,22,1,1,1,1,1,1,1,1,0,0,1,0
3701-JVVYQP-0NB,2,2,1,71,6,March,12,2,2,0,4,2,0,31,3.43398720448515,2,4.9,.630385,-.461424535137803,.888615,-.118091208136645,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,45,5,3,1,1,13.5,1,0,1,1,1,19,1,0,0,0,1,0,0,0,0,0,9,5,1,0,0,3,4,1,0,14,4,4,4,2,0,10,3,15,255.43,4,50.47,0,1,34,0,13.65,2.61373952163097,463.6,6.1390221114656,1,24,3.17805383034795,798.9,6.683235781488,0,0, ,0, ,1,13.5,2.60268968544438,435,6.07534603108868,1,23.3,3.14845336057165,787.95,6.66943463606808,0,0,1,0,1,1,1,1,0,1,20,1,1,1,0,0,0,1,0,0,0,0,0
9297-HQVEUE-27S,5,4,0,54,5,October,14,2,2,0,7,3,0,75,4.31748811353631,4,12.2,.6588,-.417335280678652,8.4912,2.13903033309149,0,3,0,-1,-1,1,5,0,0,0,0,0,0,5,1,3,29,5,4,1,1,29.4,2,0,0,1,1,32,1,1,1,1,0,0,1,0,1,0,9,3,0,0,0,1,4,4,0,19,5,3,1,3,0,17,5,11,601.44,4,304.02,1,1,47,0,31.45,3.44839898314645,1529.7,7.33282691672922,1,30,3.40119738166216,1370.65,7.22304035885989,0,0, ,0, ,1,8.5,2.14006616349627,370,5.91350300563827,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,10,1,1,1,0,0,0,0,0,1,0,0,0
3759-NJNISE-MZD,4,2,0,23,2,August,14,2,2,0,0,1,0,23,3.13549421592915,1,6.2,.621736,-.475239713640999,.804264,-.217827705491974,1,3,1,12,2,5,7,0,0,0,0,0,0,7,1,1,3,2,4,1,0,9.7,1,0,0,1,1,23,1,0,1,1,0,0,0,1,0,0,9,6,1,1,1,2,4,2,0,5,2,3,4,1,0,5,2,6,186.79,9,310.41,1,3,21,1,8.5,2.14006616349627,156.85,5.05528993463669,0,0, ,0, ,1,37.05,3.6122683517421,713.75,6.57053276097022,0,0, ,0, ,1,26.25,3.26766598903763,493.95,6.20243429749048,1,1,0,3,0,0,0,0,1,1,21,1,1,1,1,1,1,1,0,0,0,0,0
6618-VYIFIC-4GS,5,5,0,59,5,July,14,2,6,1,27,5,1,56,4.02535169073515,3,3.2,.38528,-.953784936301735,1.40672,.34126075335301,0,5,1,14,2,4,0,0,0,0,0,0,0,0,1,3,12,3,3,1,0,29.5,2,0,1,1,1,30,1,0,0,0,1,1,0,0,0,0,9,5,0,0,1,1,3,4,0,35,5,4,1,4,0,27,5,12,388.85,3,96.72,0,2,67,0,23.25,3.14630513203337,1538.2,7.33836818062295,1,29,3.36729582998647,1942.6,7.57178256096823,0,0, ,0, ,1,39.25,3.66995144422842,2675,7.89170465933011,0,0, ,0, ,1,0,0,0,0,1,1,0,0,1,20,1,1,1,0,0,1,0,0,1,0,0,0
8602-EFMEHA-L7G,2,1,0,44,4,November,16,3,3,0,15,4,0,74,4.30406509320417,3,10.2,4.158948,1.42526215767708,3.389052,1.22055023626642,0,5,0,-1,-1,1,3,0,0,0,0,0,0,3,1,1,22,4,4,1,0,37.9,2,1,1,1,1,15,1,0,0,0,1,0,0,0,0,1,9,3,0,0,1,4,4,4,1,9,3,1,2,3,0,8,3,8,363.21,3,189.08,1,3,16,1,5.05,1.61938824328727,89.3,4.49200148788245,1,30.75,3.42588999425253,501.9,6.21840089666089,1,41.65,3.72930136861285,618.35,6.42705464018807,1,21.75,3.07961375753469,340,5.82894561761021,1,31.3,3.44361809754611,503.1,6.22078895749727,1,1,1,0,1,1,1,1,1,1,20,1,1,1,1,1,0,0,1,0,0,0,0
1396-PZLGFC-LGF,1,1,1,79,6,August,17,4,1,0,15,4,1,18,2.89037175789616,1,6.9,.408618,-.894974544705478,.833382,-.182263158499168,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,18,4,2,0,1,13.5,1,0,1,1,1,18,1,0,0,0,0,0,0,0,0,1,9,2,1,1,0,1,2,3,0,17,5,2,4,4,0,14,4,10,369.21,4,196.28,1,1,48,0,5.95,1.78339121955754,279.3,5.63228647295113,0,0, ,0, ,0,0, ,0, ,1,13.25,2.58399755243223,650,6.47697236288968,0,0, ,0, ,0,1,0,2,1,1,0,0,1,1,20,1,1,1,1,1,1,0,1,1,0,0,0
3089-JEPOZU-08S,3,1,1,43,4,August,16,3,6,0,13,4,0,203,5.31320597904179,5,11.8,2.563078,.941208880005084,21.390922,3.06296662641968,0,5,1,14,2,3,0,0,0,0,0,0,0,0,1,1,11,3,3,1,1,90.7,3,0,0,1,1,23,1,1,0,0,0,0,0,0,0,0,9,4,1,0,0,2,4,1,0,7,3,1,2,4,0,10,3,13,1110.82,6,299.93,1,3,23,1,8.7,2.16332302566054,170.5,5.13873529672357,0,0, ,0, ,1,32.3,3.47506723022861,720.65,6.58015358252911,0,0, ,0, ,0,0, ,0, ,1,0,0,3,0,0,1,1,1,1,21,1,1,1,1,1,0,1,0,0,0,0,0
0214-ZEXCAK-747,5,5,1,59,5,October,18,4,2,0,3,2,0,18,2.89037175789616,1,5.8,.378972,-.970292955256839,.665028,-.407926133949527,0,1,0,-1,-1,2,1,1,0,0,0,0,0,0,0,2,15,3,1,1,1,5.9,1,0,1,8,4,41,0,0,0,0,0,0,0,1,0,0,9,4,1,0,0,2,2,2,0,23,5,4,4,3,0,16,5,6,62.74,1,9.66,0,2,52,0,11.9,2.47653840011748,619.7,6.42923548996806,1,23,3.13549421592915,1202.5,7.09215800197992,1,45.75,3.82319179172153,2447.1,7.80265892897464,1,18.25,2.9041650800285,885,6.78558764500793,1,30.85,3.4291367503514,1661.35,7.41538580385159,1,0,1,2,1,1,1,1,1,1,25,1,1,1,0,1,1,1,1,1,0,1,0
2001-PQRNIW-35X,2,1,0,79,6,May,19,4,4,0,37,5,1,159,5.06890420222023,5,6.1,4.044483,1.39735373022807,5.654517,1.73245469477976,0,5,0,-1,-1,1,7,0,0,0,0,0,0,7,0,3,22,4,2,0,0,78.6,3,0,0,4,3,28,0,0,0,1,0,0,0,1,0,1,9,4,1,0,1,4,4,2,0,39,5,2,3,1,1,28,5,10,304.63,3,75.33,0,3,71,0,24.15,3.18428438009858,1595.55,7.37497378336578,1,22.5,3.11351530921037,1539.85,7.33944028806633,1,43.9,3.78191432008113,3209.4,8.07383928276526,1,32.25,3.47351804324178,2290,7.73630709654829,0,0, ,0, ,1,0,0,3,0,0,0,0,0,1,18,1,1,1,0,1,1,1,1,1,0,0,1
